Vrid,panelistid,gender,AGEyears,AREA,RELIGIOSITY,QREL2,Q1,Q2,Q3,Q1A,Q1B,Q2A,Q2B,Q3A,Q3B,Q4A,Q4B,Q5A,Q5B,QCHECK,Q6A,Q6B,Q7A,Q7B,Q8A,Q8B,Q9A,Q9B,Q10A,Q10B,EDUCATION,FAMILYNUMBER,FAMILYSTATUS,SELFINCOME,FAMILYINCOME,Q100_19,Q100_0,Q100_1,Q100_2,Q100_3,Q100_4,Q100_5,Q100_6,Q100_7,Q100_8,Q100_9,Q100_10,Q100_11,Q100_12,Q100_13,Q100_14,Q100_15,Q100_16,Q100_17,Q100_18,PROFESSION,END
833,228685,10009,71,5,1,1,1,1956,ירושלים,5,נזק חמור למבנה,8,המבנה ניזוק מאד והוא עלול להתמוטט,8,נוצר סדק גדול מאד והמבנה עלול להתמוטט,9,נזק כבד למבנה שלא ניתן לשיקום,8,נוצר סדק / שבר גדול,8,9,מבנה ישן וחלש מתמוטט,7,סדקים בקירות,8,מבנה ישן וחלש התמוטט. לא ניתן לשיקום,7,נזק שניתן לשיקום,8,סדקים גדולים והמבנה עלול להתמוטט,5,2,2,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
835,368859,10010,35,1,1,2,2,,,7,התמוטטות של חלק מהקירות,10,קרוב לקריסה מוחלטת,7,סדקים קטנים,8,מבנים ישנים,8,סדקים גדולים,8,10,מרבית בניינים נהרסו,7,סדקים קטנים,9,נפילת מבנים,7,נפילת חלקים,7,קרוב להתמוטטות,4,3,1,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
836,107034,10009,74,3,1,1,2,,,9,נזק כבד לבנין,9,נזק רב לבנין,10,הבנין יכול לקרוס,10,הבנין בסכנת קריסה,9,בזק רציני לבנין,8,11,זאת כבר קריסה רצינית,10,נזק רציני וסיכון רציני,11,נזק כבד,11,נזק כבד,11,נזק כבד,4,2,2,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
838,107688,10009,74,1,1,1,2,,,9,לפי הנזק,9,נגרם נזק די רציני,10,נזק רציני,10,הרבה נזק נפגעים לא רבים,10,נזק רב \אבל מוגבל,8,11,נזק עצום,9,נזק יחסית מוגבל,11,האזור מוחרב,9,נזק מוגבל,9,נזק  מוגבל,6,2,2,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,
840,526715,10010,28,1,1,1,1,2012,"אקוודור, בעיר קיטו",7,"ניכר שחלק מהבניין ניזוק, אך לא ברמה חמורה מאוד",11,"מפני שהמבנה ניזוק מאוד, והעובדה שהוא קרוב לקריסה מוחלטת מסכן חיים",11,"מפני שחומרת הנזק עלולה לגרום לקריסת המבנה כולו, מצב מסכן חיים",11,"מסוכן, בניין שמיועד כבר להריסה",9,נגרם הרס לבניין,8,12,"נזק בלתי הפיך, מסוכן, נגרם הרס רב",6,לא התרשמתי שזה נזק בלתי הפיך או מסכן חיים,12,"נראה שנגרם נזק אדיר, ומנסים לחלץ",7,לא מסכן חיים,9,לא בטיחותי לשהות במקום,4,3,2,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
843,258090,10009,83,5,1,1,2,,,7,נגרם נזק גדול,11,קריסה גדולה,3,מבנה בבניה עתיקה,11,סכנת התמוטטות סימן לרעידה חזקה ובניה עתיקה,8,אין נזק ליסודות,8,12,התמוטטות מוחלטת,7,סדקים בקירות ללא התמוטטות,11,התמוטטות רוב המבנה,6,היסודות לא נפגעו מלבד הצריח,10,נזק רב מהווה סכנה ואיסור על כניסה לכנסייה,1,2,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
845,297365,10009,71,5,1,1,2,,,8,נזק לא הרסני מספיק,10,נזק לא הרסני מספיק,10,נזק לא הרסני מספיק,12,נזק הרסני מספיק,9,נזק לא הרסני מספיק,8,12,נזק הרסני מספיק,4,נזק לא הרסני מספיק,12,נזק הרסני מספיק,10,נזק לא הרסני מספיק,10,נזק לא הרסני מספיק,5,2,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
852,141339,10009,58,3,1,1,1,1994,ישראל גוש דן,8,נראה נזק כבד למבנה,9,מתאים לרמה 'הרסנית',7,כי נגרמו סדקים בקירות,9,מבנים נהרסו חלקית,10,מבנה מסיבי נהרס,8,11,בניינים שלמים נחרבו לחלוטין,6,סדקים בלבד,9,קריסה חלקית של שלד,8,נפילת חלקי מבנה,8,מבנים עלולים להתמוטט,6,5,2,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,
853,136805,10010,73,5,1,3,2,,,6,הבניין לא נהרס לגמרי,11,לפי התיאור - קרוב לקריסה מוחלטת,7,לפי התיאר,12,הרס מוחלט,11,"הוחרב, אך לא לחלוטין",8,12,הוחרבה לחלוטין,6,נזק קל,7,רוב הבניין עומד על תילו,7,לפי התיאור,9,לפי התיאור,3,2,2,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
854,39899,10009,75,5,1,1,1,1952,שדה תעופה לוד,8,קירות נשברו וצריח נפל,9,נזק קשה,7,סדקים מבניים,9,נזק משמעותי ובלתי הפיך,9,הריסה של מבנה מסיבי,8,9,קריסה מסיבית של מבנים-לא כולם,6,סדקים,8,התמוטטות מבנים ישנים קירות פנים וחוץ,7,נזק למבנה ישן,8,כנזקים משמעותיים,4,2,2,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
855,617678,10010,22,2,1,1,2,,,4,"לא נראה שנפגעו אנשים, והבינין לא נראה ממש הרוס,",8,הוא יכול קרוס ואנשים יכולים להיפגע.,7,המבנה יכול לקרוס.,9,אנשים יכולים לההרג,9,הבינין בסכנת קריסה.,8,10,כל המבנה ניזוק אבל אין הרוגים,5,יש סדק וההמבנה יכו לקרוס אבל בעיני יש לו קצת זמן.,7,המבנה ניזוק ואנשים יכולים להיפגע.,6,הבינין יכול לקרוס.,6,סדקים יכולים לגרום למוטטותהבינין.,3,3,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
856,600821,10009,22,2,1,4,2,,,7,מחד הוא לא פחות מ-7 מכיוון שיש כאן לפחות נפילה של חלקי ארובות וחלקים עליונים של צריח (שהוא בעצם סוג של ארובה) ומחד הוא לא 8 מכיוון שאין כאן נפילה מסיבית של קירות,8,הוא לכאורה 8 מכיוון שכנראה מדובר בתקופה מוקדמת שלא היה בניה חזקה כמו היום ויכול להיחשב למבנה חלש לכן הוא קרוב לקריסה,6,כי המהנדס מדגיש שהסדק הוא טיפוסי ואין לו עוד תיאורים של נזקים נוספים,9,מכיוון שהוא מדגיש שנפלו קירות וכן אינו ניתן לשיקום,8,מחד יש כאן נפילת קירות ומחד אין כאן נזק לשלד שנראה לעין,8,10,מכיוון שנראה כאן התמוטטות של בנין שנראה די חזק וכן מבנה מאחור שלא נראה שנהרס לגמרי,6,מכיוון שהוא מדגיש רק סדקים ולא נפילת קירות וכדו',6,לא רואה את התמונה,7,מכיוון שהוא מדגיש כאן קצה הצריח שזה מתאים לנפילת ארובות,6,מכיוון שהוא מדגיש כאן רק סדקים,2,12,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
857,145710,10010,69,3,1,1,2,,,6,הנזק בנוני קל,10,המבנה לקראת קריסה  לא ניתן לשמוש,6,הנזק לא רציני ניתן לתיקוחן,9,נזק רציני חייעבים להרוס  לא ניתן לתיקון,7,הנזק בנוני ניתן לשיחזור,8,11,כל הבנין נהרס לא ניתן לשיקום,4,ניתן שיפוץ הנזק בינוני,8,נזק כבד אבל ניתן לשיפוץ רציני,6,הנזק לא כבד ניתן לשיפוץ,10,גשר שהוא לא תקין לחלוטין לא ניתן להשתמש צריך להרוס ולבנות מחדש,4,1,3,1,,,,,,,,,,,,,,,,,,,,,,5,
858,39675,10009,45,3,1,1,1,2000,בבית. לא סגור על השנה,9,נגרם נזק,11,קרוב למקסימום,7,נזק נמוך,11,נזק ממשי,9,נזק חלש,8,12,נזק מוחלט,7,נזק חלש,12,נזק מוחלט,7,תזטסה רלנ,10,אין תמונות,6,5,2,,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,
859,274810,10010,50,3,1,1,1,1995,"הייתי בבית מלון בנתניה ובבוקר מוקדם כל החדר זז, הרצפה נעה, ונשמע רעש אדמה חזק וברור",7,נוצר נזק רב לבנין אך עדיין עומד על תילו,10,נזק קשה מאד שמבט קרוב יותר רואים שבקושי עומד על תילו וישנה סכנת התמוטטות בכל רגע.,4,"נזק בינוני, המאופיין בסדק טיפוסי, עדיין המבנה יציב ועומד על תילו, לא התפרק גם לא בחלקו.",11,"נזק משמעותי בלתי ניתן לשיקום - מבנה מסוכן לשהיה, יש להורסו ולבנותו מחדש.",7,"נוצר נזק קשה למבנה המצריך שיפוץ, אך עדיין המבנה עומד על תילו. אינני רואה שהחומה ניזוקה אלא רק הצריח למעלה.",8,12,המבנה קרס לחלוטין.,6,"עדיין לטעמי נזק ברמה הבינונית, אומנם נוצרו סדקים רבים, אך נראה כי ניתן לתיקון ושיפוץ.",10,"נגרם נזק גדול מאד למבנה בחלקו השמאלי , נראה כי חלקו הימני נשאר תקין, אך יש לפנות משם את האנשים בכדי לוודא שלא נוצר נזק חמור גם ליסודות הימניים של הבית, רוב הרחוב נראה כי נחרב.",6,"עדיין מדובר על נזק ברמה הבינונית, רק הצריח שלמעלה נפגע משמעותית ומספר אבנים זזו במבנה השני, לא משהו היכול לגרום לסכנה מיידית וממשית.",6,"פגיעה בינונית, אין החרבה של המבנה, יש סדקים רבים.",5,3,8,,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,
861,615397,10010,21,2,1,1,1,2014,בדימונה רעידת אדמה קלה,1,כי זה לא עשה נזק,1,שום דבר לא נפגע,6,נגרם נזק,6,נזק משמעותי,6,מבנה קרס,8,5,מבנה ניזוק אך לא בני אדם,2,ישנו נזק בדלת,8,המבנה ניזוק ואנשים בסביבה,7,אבנים הדרדרו,7,כנסיה לא בטיחותית,3,2,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
863,613857,10009,21,1,1,1,1,2020,"בבית, בקריית ביאליק כשישנתי",5,"יש נזק, אך לא יותר מדי",12,כי זה הרסני ביותר,8,לא הרוס לגמרי,12,הרסני מאוד,9,הרס חמור,8,12,הרוס לגמרי,7,הרס גבוהה,9,יש נזק אבל לא הרוס לגמרי,9,נזק גדול,9,נזק גדול,3,5,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
865,618356,10009,21,5,1,1,2,,,6,נראה שהמבנה ניזוק אך לא מאוד,9,קריסה מוחלטת זה נזק אדיר,5,נזק של דברים חלשים וסדקים,9,נזק גדול,8,נזק גדול אך לא התמוטטות מוחלטת,8,11,הרסני ביותר,6,סדקים בלבד,10,הריסה כמעט מוחלטת של המבנה,8,דברים נשברו אך לא לגמרי,7,סדקים חמורים,3,4,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
866,606917,10009,47,4,1,1,1,2002,בבית יבירושלים,3,8888,3,8,5,88,10,88888,9,888888,8,11,888888888,9,888888,12,8888888,11,8888888,8,8888888,6,5,2,,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,6,
871,12182,10009,58,1,1,1,2,,,8,הרס,8,קריסה,9,עומד ליפול,8,מוות,10,התמוטטות,8,11,קריסה מוחלטת,6,עומד ליפול,9,התפרקות,9,נפילות,7,סדקים,6,5,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
874,242959,10010,38,3,1,1,1,2003,"ירושלים, ישראל",8,נהרס חלק מהמבנה ולא חרב כולו,11,חורבן כמעט מלא,10,יכול לגרום לקריסה מוחלטת,10,"סכנה לקריסה מוחלטת, אך ללא אדם בפנים",9,המבנה נזוק בני אדם רצו החוצה,8,12,הכל חרב,10,יכול לגרום לקריסת המבנה,12,חורבן של המקום תוך אפשרות גבוהה לפגיעה באנשים,11,הרס במבנה וקריסת אבנים על אנשים,12,לא בטיחותית אך משיכה לקבל אדם- סכנת נפשות,5,4,2,,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,
875,143612,10009,26,4,1,1,1,2006,בכיתה שלי בבית הספר היסודי בנתניה,9,רואים שחלק מהמבנה התמוטט,8,הוא התמוטט חלקית ועשוי להמשיך להתמוטט,6,נזק בינוני,7,נזק חלקי למבנה,11,עומד לקרוס לחלוטין,8,12,עומד לקרוס,3,לא בטוח שהסדקים נגרמו כותצאה מרעידת אדמה,5,קרס חלקית,6,נזק חלקי,4,לא בטוח שנגרם מרעידת,6,1,1,6,,,,,,,,,,,,,,,,,,,,,,3,
876,536238,10009,20,1,1,1,1,2015,אילת,6,"אמנם יש נזק, אך לא הרס מוחלט , ובנוסף - המבנה ישן",9,"עומד לקרוס.  עם זאת, לא מצוין אם המבנה היה בעל התקנים הנדרשים לעמוד ברעידת אדמה",7,נגרם נזרק אך משני ולחלקים לא עמידים,10,"נשמע נזק נרחב, עם זאת - נשמע ישן ואינו היה מסוגל להתמודד עם רעידת אדמה גם אם אין היא הייתה חזקה ביותר",7,יש שבר רחב בצריח אך המבנה עצמו לא התמוטט ושמר על צורתו בכלליות,8,7,לא נראה מבנה יציב כלל אך הזק היה כבד,6,אכן יש סדקים וטיח שנופל,8,נזק כבד אך צורת המבנה נשמרה,6,לא נזק כבד אך כבד מספיק כדי להרוס חלקים קטנים במבנה,7,הנזק לא נשמע כבד אך היה כבד דיו כדי שהמבנה לא יוכל לשמש לתפילה מסכנת התמוטטות נוספת,3,4,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
877,159447,10010,72,2,1,3,1,1992,בארה'ב ליד הקניונים,5,הנזק לא נראה גדול,9,זה נשמע הרסני,4,ניתן לתיקון,9,נזק משמעותי,6,ניתן לתיקון,8,8,נראה שגם הבנין ליד ניזוק,4,ניתן לתיקון,8,נזק גדול גם מסביב,7,נזק לכמה מבנים,8,לא ניתן לתיקון,5,2,2,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
880,594522,10009,28,2,1,3,1,2005,בירושלים בשכונת סנהדריה,8,מאחר ואיני יודע כמה ישן היה הבנין איני יודע אם נפילת הכיפה מהווה נזק כבד יותר ולכן ציינתי 8,8,כמו בתשובתי הקודמת איני יודע אם הבנין ישן או חדש ומה מצב הבנינים הקרובים אליו ולכן ציינתי 8,5,נזק של סדק בנקודה חלשה של הבנין מקבל ניקוד נמוך יותר,11,נזק כבד לבנין + פגיעה בנפש,9,נזק כבד לבנין שנראה שאינו ניתן לשיקום אלא להריסה ובניה מחדש,8,11,סביר להניח שכך נראית הסביבה וכן שהיו נזקים בגוף ונפש,3,נזק קל,7,לא ידוע מה בסביבה,5,נזק בינוני,3,נזק קל,4,6,2,,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,
882,548137,10009,64,1,1,2,1,1984,חיפה,6,גרימת נזק לא קשה במיוחד,12,"מבנה הבניין ניזוק בצורה קשה, והוא קרוב לקריסה מוחלטת",8,סדק שיכול לגדום לקריסה,12,נזק משמעותי לבנין השלטון על הר הזיתים גרם להיותו בלתי ניתן לשיקום,12,קיר נסדק ומט ליפול,8,12,קריסה כללית,9,סדק מול הדלת,12,קריסה טוטלית,11,קצה הצריח במגדל דוד נשבר ואבנים זזו ממקומן,10,כנסיית הקבר הוכרזה כלא בטיחותית בשל הסדקים בקירות,5,2,2,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,
884,63847,10010,31,5,1,1,1,2007,"בבית, הרצליה",8,"סדקים גדולים בקירות, נפילה מאסיבית של הקיר",9,נזק כבד עם סיכון לקריסה מוחלטת,7,"סדקים בקירות, ללא נזק נוסף",10,נזק שלא ניתן לשקם עם סכנת התמוטטות,7,נזק מתון למבנה,8,10,המבנה התמוטט לגמרי,6,נזק קל עם סדקים לא בשלד המבנה,8,נפילה מאסיבית של קירות,5,נזקים קלים יחסית,7,סדקים בקירות עם סיכון להתמוטטות קירות,6,1,1,5,,,,,,,,,,,,,,,,,,,,,,6,
885,143552,10010,26,2,1,3,1,2003,בית הספר,7,נראה שיש נזק רציני אבל לא הרסני מידי,7,אין תמונה,8,זה נזק רציני,11,הרסני מאוד,10,ממש הרוס,8,12,הרוס לחלוטין,4,הנזק למבנה אינו הרסני כל כך,10,הרוס כמעט לחלוטין,8,נזק חמור,5,נזק בטיחותי אך הבניין לא הרוס לחלוטין,5,5,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
887,381900,10009,40,2,1,2,1,2018,דימונה בבית,7,"לא ניראה שיש הרס רב , ניתן לשפץ בלי להרוס את כל המבנה .",11,קרוב לקריסה,7,ניתן לתקן ולהוסיף חיזוקים,12,סכנת התמוטטות,10,"ניתן לשפץ , הבסיס תקין",8,12,"הרס מוחלט , לא ניתן לתיקון .",8,"לא ניראה שיש הרס רב , ניתן לשפץ בלי להרוס את כל המבנה .",10,הרס רב אך רק בצד אחד של הבניין .,9,ניתן לתקן אם אין סכנת התמוטטות,9,"לא ניראה שיש הרס רב , ניתן לשפץ בלי להרוס את כל המבנה .",4,3,3,,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,
